sender,sender_type,sender_id,timestamp,meta,,aud,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,vis,id,age,sex,edu,occ,ela,pat,ill,prt,pcr,pab,,pre_stim
Reaction,canvas.Screen,2_9_0_2,2022-07-04T16:09:02.088Z,,,0,V,188.55799999996088,response,stim_detected,mousedown,1045884.1000000001,1045882.5,1045677243,1045678.7000000002,1045693942,1045893913,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Trial,flow.Sequence,2_9_0,2022-07-04T16:09:02.089Z,,,0,V,2089.9799999999814,completion,,,1045884.5,1045882.5,1043775843,1043792.7000000002,1043792.52,1045893913,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Frame,canvas.Frame,2_9,2022-07-04T16:09:02.089Z,,,0,V,2092.0800000000745,,,,1045884.7999999998,1045884.6000000001,1043775843,1043791.8999999999,1043792.52,1045893913,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Fixation,canvas.Screen,2_10_0_0,2022-07-04T16:09:03.934Z,,,0,V,1851.28600000008,timeout,,,1047729.5,1047728521,1045877236,1045886.1000000001,1045893913,1047745199,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Stimulus,canvas.Screen,2_10_0_1,2022-07-04T16:09:04.034Z,,,0,V,100.04700000002049,timeout,,,1047829.5,1047828515,1047728521,1047729.7999999998,1047745199,1047845246,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Reaction,canvas.Screen,2_10_0_2,2022-07-04T16:09:04.190Z,,,0,V,138.25399999995716,response,stim_detected,mousedown,1047985.2999999998,1047983.5,1047828515,1047829.7999999998,1047845246,1047995339,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Trial,flow.Sequence,2_10_0,2022-07-04T16:09:04.190Z,,,0,V,2089.5870000000577,completion,,,1047985.7000000002,1047983.5,1045877236,1045885.8999999999,1045893913,1047995339,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Frame,canvas.Frame,2_10,2022-07-04T16:09:04.190Z,,,0,V,2091.8869999998715,,,,1047986,1047985.7999999998,1045877236,1045885.1000000001,1045893913,1047995339,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Fixation,canvas.Screen,2_11_0_0,2022-07-04T16:09:06.419Z,,,0,V,2234.579000000027,timeout,,,1050214.7000000002,1050213242,1047978662,1047987.2000000002,1047995339,1050229918,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Stimulus,canvas.Screen,2_11_0_1,2022-07-04T16:09:06.519Z,,,0,V,100.33299999986775,timeout,,,1050314.5,1050313574,1050213242,1050214.7999999998,1050229918,1050330251,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Reaction,canvas.Screen,2_11_0_2,2022-07-04T16:09:06.685Z,,,0,V,149.14899999997579,response,stim_detected,mousedown,1050481,1050479.4,1050313574,1050314.7999999998,1050330251,1050497.02,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Trial,flow.Sequence,2_11_0,2022-07-04T16:09:06.686Z,,,0,V,2484.0609999998705,completion,,,1050481.2999999998,1050479.4,1047978662,1047987,1047995339,1050497.02,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Frame,canvas.Frame,2_11,2022-07-04T16:09:06.686Z,,,0,V,2486.1609999999637,,,,1050481.6,1050481.5,1047978662,1047986.1000000001,1047995339,1050497.02,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Fixation,canvas.Screen,2_12_0_0,2022-07-04T16:09:09.053Z,,,1,A,2366.8889999999665,timeout,,,1052848.7000000002,1052847.24,1050480343,1050482.7999999998,1050497.02,1052863909,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Stimulus,canvas.Screen,2_12_0_1,2022-07-04T16:09:09.154Z,,,1,A,101.4639999999199,timeout,,,1052949.7999999998,1052948694,1052847.24,1052848.9,1052863909,1052965373,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Reaction,canvas.Screen,2_12_0_2,2022-07-04T16:09:09.446Z,,,1,A,274.42699999990873,response,stim_detected,mousedown,1053241.2999999998,1053239.7999999998,1052948694,1052950.2000000002,1052965373,1053248824,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Trial,flow.Sequence,2_12_0,2022-07-04T16:09:09.446Z,,,1,A,2742.779999999795,completion,,,1053241.7999999998,1053239.7999999998,1050480343,1050482.7000000002,1050497.02,1053248824,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Frame,canvas.Frame,2_12,2022-07-04T16:09:09.446Z,,,1,A,2744.8799999998882,,,,1053242.1,1053241.9,1050480343,1050481.7999999998,1050497.02,1053248824,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,V
Fixation,canvas.Screen,2_13_0_0,2022-07-04T16:09:11.239Z,,,1,A,1801,timeout,,,1055034.7999999998,1055033148,1053232147,1053243.2999999998,1053248824,1055049824,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Stimulus,canvas.Screen,2_13_0_1,2022-07-04T16:09:11.339Z,,,1,A,100.33100000000559,timeout,,,1055134.7000000002,1055133476,1055033148,1055035,1055049824,1055150155,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Reaction,canvas.Screen,2_13_0_2,2022-07-04T16:09:11.566Z,,,1,A,210.1449999997858,response,stim_detected,mousedown,1055361.7999999998,1055360.2999999998,1055133476,1055135,1055150155,1055366897,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Trial,flow.Sequence,2_13_0,2022-07-04T16:09:11.567Z,,,1,A,2111.4759999997914,completion,,,1055362.2000000002,1055360.2999999998,1053232147,1053243.2000000002,1053248824,1055366897,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Frame,canvas.Frame,2_13,2022-07-04T16:09:11.567Z,,,1,A,2113.4759999997914,,,,1055362.5,1055362.2999999998,1053232147,1053242.2999999998,1053248824,1055366897,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Fixation,canvas.Screen,2_14_0_0,2022-07-04T16:09:13.507Z,,,1,AV,1951.9129999999423,timeout,,,1057302.9,1057302127,1055350.22,1055363.6,1055366897,1057318.81,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
